Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Stress,Type_Encoded,Type_H,Type_L,Type_M,Wear_Stress_Index,Failure_Probability,Risk_Category
M,299.0,310.2,1298,57.2,10,0,0,0,0,0,0,11.199999999999989,74245.6,2,False,False,True,572.0,0.006110365361389346,Low
L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0,11.100000000000025,39983.2,1,False,True,False,275.6,0.00959298573053723,Low
L,299.0,310.1,2033,19.3,15,0,0,0,0,0,0,11.100000000000025,39236.9,1,False,True,False,289.5,0.016026811991727234,Low
M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0,11.099999999999966,48079.100000000006,2,False,False,True,477.7000000000001,0.003943712354938617,Low
L,299.1,310.2,1598,33.4,20,0,0,0,0,0,0,11.099999999999966,53373.2,1,False,True,False,668.0,0.001429491398458662,Low
L,299.1,310.1,1894,24.2,22,0,0,0,0,0,0,11.0,45834.8,1,False,True,False,532.4,0.004485315727961248,Low
M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0,11.0,62692.8,2,False,False,True,1065.6,0.020164784332901014,Low
L,299.1,310.0,1394,46.6,27,0,0,0,0,0,0,10.899999999999975,64960.4,1,False,True,False,1258.2,0.026193569929235713,Low
M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,11.0,75463.2,2,False,False,True,1635.6,0.0032410693822166148,Low
H,298.9,309.9,1376,51.0,32,0,0,0,0,0,0,11.0,70176.0,0,True,False,False,1632.0,0.008667603566043364,Low
L,299.0,310.0,1360,48.1,37,0,0,0,0,0,0,11.0,65416.0,1,False,True,False,1779.7,0.008562301569747969,Low
L,299.1,310.1,1486,40.7,39,0,0,0,0,0,0,11.0,60480.2,1,False,True,False,1587.3000000000002,0.00063688931133359,Low
M,299.1,310.1,1649,31.6,41,0,0,0,0,0,0,11.0,52108.4,2,False,False,True,1295.6,0.0010458796140161873,Low
L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,11.0,62335.2,1,False,True,False,2006.4,0.006444913014278698,Low
L,299.0,310.1,1362,59.5,46,0,0,0,0,0,0,11.100000000000025,81039.0,1,False,True,False,2737.0,0.0010232367627343263,Low
M,298.9,310.0,1520,35.6,48,0,0,0,0,0,0,11.100000000000025,54112.0,2,False,False,True,1708.8000000000002,0.0005760544383408448,Low
L,299.0,310.0,1582,31.9,51,0,0,0,0,0,0,11.0,50465.8,1,False,True,False,1626.9,0.0011778544382261987,Low
M,299.0,310.0,1667,30.0,53,0,0,0,0,0,0,11.0,50010.0,2,False,False,True,1590.0,0.0026307187046381263,Low
L,298.9,310.0,1693,28.8,56,0,0,0,0,0,0,11.100000000000025,48758.4,1,False,True,False,1612.8,0.003980458372708643,Low
L,298.9,310.0,1559,33.4,58,0,0,0,0,0,0,11.100000000000025,52070.6,1,False,True,False,1937.2,0.0007080292625508565,Low
L,298.9,309.9,1592,32.0,60,0,0,0,0,0,0,11.0,50944.0,1,False,True,False,1920.0,0.0032590112048802968,Low
L,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,11.0,55879.2,1,False,True,False,2467.6,0.011491091422717079,Low
M,298.8,309.8,1413,45.5,64,0,0,0,0,0,0,11.0,64291.5,2,False,False,True,2912.0,0.014329140922166507,Low
L,298.8,309.8,1663,28.2,67,0,0,0,0,0,0,11.0,46896.6,1,False,True,False,1889.4,0.028279705565080936,Low
L,298.8,309.8,1508,36.3,69,0,0,0,0,0,0,11.0,54740.4,1,False,True,False,2504.7,0.005283246733776415,Low
M,298.9,309.8,1353,53.7,71,0,0,0,0,0,0,10.900000000000034,72656.1,2,False,False,True,3812.7,0.005780969637729097,Low
L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0,11.0,62964.0,1,False,True,False,3137.6,0.005283246733776415,Low
L,298.9,310.0,1633,31.2,76,0,0,0,0,0,0,11.100000000000025,50949.6,1,False,True,False,2371.2,0.0011778544382261987,Low
L,298.9,310.0,1422,43.6,78,0,0,0,0,0,0,11.100000000000025,61999.2,1,False,True,False,3400.8,0.009481074607280246,Low
L,298.9,310.1,1577,41.4,80,0,0,0,0,0,0,11.200000000000044,65287.8,1,False,True,False,3312.0,0.003349598725971685,Low
L,298.9,310.0,1482,41.1,82,0,0,0,0,0,0,11.100000000000025,60910.2,1,False,True,False,3370.2000000000003,0.0007080292625508565,Low
M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,11.100000000000025,51320.5,2,False,False,True,2528.4,0.002831861986386882,Low
L,299.0,310.1,1699,32.9,87,0,0,0,0,0,0,11.100000000000025,55897.1,1,False,True,False,2862.3,0.0015870170550882081,Low
L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0,11.100000000000025,49420.8,1,False,True,False,2643.3,0.0025546741937348843,Low
M,299.0,310.0,1486,34.6,91,0,0,0,0,0,0,11.0,51415.6,2,False,False,True,3148.6,0.0005760544383408448,Low
L,299.1,310.1,1336,61.3,94,0,0,0,0,0,0,11.0,81896.8,1,False,True,False,5762.2,0.048668511340222896,Low
H,299.1,310.1,1429,42.9,96,0,0,0,0,0,0,11.0,61304.1,0,True,False,False,4118.4,0.009959307179711356,Low
M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0,11.099999999999966,70470.4,2,False,False,True,4888.4,0.0026463144103604395,Low
L,299.1,310.2,1496,45.0,104,0,0,0,0,0,0,11.099999999999966,67320.0,1,False,True,False,4680.0,0.0027872647920676686,Low
L,299.1,310.1,1894,20.1,106,0,0,0,0,0,0,11.0,38069.4,1,False,True,False,2130.6000000000004,0.009354573431407167,Low
L,299.1,310.1,1373,55.6,108,0,0,0,0,0,0,11.0,76338.8,1,False,True,False,6004.8,0.006167633631438828,Low
H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0,11.0,62692.4,0,True,False,False,4972.0,0.0354920589562564,Low
L,298.9,309.9,1500,44.2,115,0,0,0,0,0,0,11.0,66300.0,1,False,True,False,5083.0,0.0043102939129039805,Low
L,298.9,309.9,1517,36.6,117,0,0,0,0,0,0,11.0,55522.2,1,False,True,False,4282.2,0.0027891860292049548,Low
L,298.9,309.9,1309,56.2,119,0,0,0,0,0,0,11.0,73565.8,1,False,True,False,6687.8,0.00925955568029492,Low
M,298.9,309.9,1357,54.5,121,0,0,0,0,0,0,11.0,73956.5,2,False,False,True,6594.5,0.005433412763040402,Low
L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0,11.0,60494.0,1,False,True,False,5034.400000000001,0.005283246733776415,Low
H,298.8,309.8,1911,21.6,126,0,0,0,0,0,0,11.0,41277.600000000006,0,True,False,False,2721.6000000000004,0.01625553010338181,Low
L,298.8,309.8,1599,33.6,131,0,0,0,0,0,0,11.0,53726.4,1,False,True,False,4401.6,0.007650734671655221,Low
M,298.8,309.7,2098,19.0,133,0,0,0,0,0,0,10.899999999999975,39862.0,2,False,False,True,2527.0,0.00928604934389401,Low
M,298.7,309.7,1629,27.9,136,0,0,0,0,0,0,11.0,45449.1,2,False,False,True,3794.4,0.0075068223619562235,Low
L,298.8,309.8,1557,37.2,139,0,0,0,0,0,0,11.0,57920.4,1,False,True,False,5170.8,0.01092265704343003,Low
L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0,11.0,57563.4,1,False,True,False,5555.4,0.005283246733776415,Low
L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,11.0,52673.100000000006,1,False,True,False,4819.1,0.007650734671655221,Low
L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0,11.100000000000025,49155.0,1,False,True,False,4205.0,0.030185749203404565,Low
L,298.8,310.0,1528,36.7,147,0,0,0,0,0,0,11.199999999999989,56077.600000000006,1,False,True,False,5394.900000000001,0.002702535621748361,Low
L,298.8,310.0,1389,49.6,149,0,0,0,0,0,0,11.199999999999989,68894.40000000001,1,False,True,False,7390.400000000001,0.004275770770902466,Low
L,298.9,310.0,2231,17.4,151,0,0,0,0,0,0,11.100000000000025,38819.4,1,False,True,False,2627.4,0.019099904525255226,Low
M,298.9,310.1,1442,42.9,153,0,0,0,0,0,0,11.200000000000044,61861.8,2,False,False,True,6563.7,0.0033635578135245113,Low
H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,11.200000000000044,64589.4,0,True,False,False,6910.799999999999,0.003920812424107807,Low
L,299.0,310.1,1444,47.7,161,0,0,0,0,0,0,11.100000000000025,68878.8,1,False,True,False,7679.700000000001,0.003613228375776378,Low
M,298.9,310.0,1348,58.2,163,0,0,0,0,0,0,11.100000000000025,78453.6,2,False,False,True,9486.6,0.0,Low
L,298.9,310.0,1791,27.6,166,0,0,0,0,0,0,11.100000000000025,49431.600000000006,1,False,True,False,4581.6,0.005161039895875792,Low
L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,11.0,57342.0,1,False,True,False,6384.0,0.001463609933356162,Low
L,298.9,310.0,1515,42.9,170,0,0,0,0,0,0,11.100000000000025,64993.5,1,False,True,False,7293.0,0.0006922247994925375,Low
M,298.9,310.1,1655,31.5,172,0,0,0,0,0,0,11.200000000000044,52132.5,2,False,False,True,5418.0,0.0023128054676185804,Low
L,298.9,310.1,1495,42.9,175,0,0,0,0,0,0,11.200000000000044,64135.5,1,False,True,False,7507.5,0.0005760544383408448,Low
L,298.9,310.2,1623,37.2,177,0,0,0,0,0,0,11.300000000000011,60375.600000000006,1,False,True,False,6584.400000000001,0.0010198258050488867,Low
L,298.9,310.2,1562,42.5,179,0,0,0,0,0,0,11.300000000000011,66385.0,1,False,True,False,7607.5,0.0009490802690300112,Low
L,298.8,310.1,1574,36.2,181,0,0,0,0,0,0,11.300000000000011,56978.8,1,False,True,False,6552.200000000001,0.002631395670531095,Low
L,298.8,310.0,1611,32.4,183,0,0,0,0,0,0,11.199999999999989,52196.4,1,False,True,False,5929.2,0.0034607240403442706,Low
L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,11.199999999999989,63976.8,1,False,True,False,8436.0,0.005320315806994696,Low
L,298.8,310.1,1481,47.4,187,0,0,0,0,0,0,11.300000000000011,70199.4,1,False,True,False,8863.8,0.0032462172384638767,Low
M,298.9,310.1,1441,41.2,189,0,0,0,0,0,0,11.200000000000044,59369.2,2,False,False,True,7786.8,0.007550673538939317,Low
H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,11.300000000000011,67328.2,0,True,False,False,8716.8,0.003953348681004533,Low
L,298.7,310.0,1555,32.6,197,0,0,0,0,0,0,11.300000000000011,50693.0,1,False,True,False,6422.200000000001,0.006979094783891234,Low
L,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,11.299999999999956,46512.0,1,False,True,False,5731.2,0.02956934412411112,Low
L,298.6,309.8,1561,32.6,201,0,0,0,0,0,0,11.199999999999989,50888.600000000006,1,False,True,False,6552.6,0.010386526517941861,Low
L,298.5,309.8,1593,35.1,203,0,0,0,0,0,0,11.300000000000011,55914.3,1,False,True,False,7125.3,0.08452092994335368,Low
M,298.5,309.7,1552,34.0,205,0,0,0,0,0,0,11.199999999999989,52768.0,2,False,False,True,6970.0,0.23534449939154548,Low
H,298.5,309.7,1561,35.3,208,0,0,0,0,0,0,11.199999999999989,55103.3,0,True,False,False,7342.4,0.2772634593440688,Medium
L,298.6,309.8,1597,35.9,213,0,0,0,0,0,0,11.199999999999989,57332.3,1,False,True,False,7646.7,0.31833840620420517,Medium
M,298.6,309.9,1517,34.0,215,0,0,0,0,0,0,11.299999999999956,51578.0,2,False,False,True,7310.0,0.2630243456450744,Medium
L,298.6,309.8,2271,16.2,218,1,1,0,0,0,0,11.199999999999989,36790.2,1,False,True,False,3531.6,0.6622239056010507,High
L,298.5,309.7,1613,36.7,0,0,0,0,0,0,0,11.199999999999989,59197.100000000006,1,False,True,False,0.0,0.001595977336703672,Low
M,298.5,309.6,1509,47.3,2,0,0,0,0,0,0,11.100000000000025,71375.7,2,False,False,True,94.6,0.011523321934390303,Low
L,298.6,309.7,1703,26.1,5,0,0,0,0,0,0,11.099999999999966,44448.3,1,False,True,False,130.5,0.005199263094666872,Low
L,298.6,309.7,1925,22.1,7,0,0,0,0,0,0,11.099999999999966,42542.5,1,False,True,False,154.70000000000002,0.015709911045154904,Low
M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0,11.0,48559.5,2,False,False,True,267.3,0.010689223946065115,Low
L,298.5,309.5,1294,66.7,12,1,0,0,1,0,0,11.0,86309.8,1,False,True,False,800.4000000000001,0.924285569625747,Critical
L,298.6,309.6,1472,39.1,14,0,0,0,0,0,0,11.0,57555.2,1,False,True,False,547.4,0.000562705896698603,Low
H,298.6,309.6,1449,42.5,16,0,0,0,0,0,0,11.0,61582.5,0,True,False,False,680.0,0.00102342358863947,Low
L,298.6,309.6,1563,35.0,21,0,0,0,0,0,0,11.0,54705.0,1,False,True,False,735.0,0.000562705896698603,Low
L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0,11.0,57512.7,1,False,True,False,821.1,0.000562705896698603,Low
L,298.6,309.6,1386,48.6,25,0,0,0,0,0,0,11.0,67359.6,1,False,True,False,1215.0,0.008278252398689526,Low
H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0,10.899999999999975,50371.2,0,True,False,False,858.6,0.0010325310723739453,Low
M,298.7,309.6,1424,50.4,32,0,0,0,0,0,0,10.900000000000034,71769.59999999999,2,False,False,True,1612.8,0.019193119171070618,Low
L,298.5,309.5,1561,34.8,35,0,0,0,0,0,0,11.0,54322.8,1,False,True,False,1218.0,0.000562705896698603,Low
L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,10.899999999999975,59124.0,1,False,True,False,1402.3,0.000562705896698603,Low
H,298.6,309.5,1375,41.0,39,0,0,0,0,0,0,10.899999999999975,56375.0,0,True,False,False,1599.0,0.0030101787553875985,Low
M,298.6,309.5,1684,27.8,44,0,0,0,0,0,0,10.899999999999975,46815.2,2,False,False,True,1223.2,0.004749977399023377,Low
M,298.6,309.6,1397,54.1,47,0,0,0,0,0,0,11.0,75577.7,2,False,False,True,2542.7000000000003,0.006443442792298261,Low
L,298.6,309.6,1387,57.6,50,0,0,0,0,0,0,11.0,79891.2,1,False,True,False,2880.0,0.007519790591358587,Low
H,298.7,309.7,1311,54.5,52,0,0,0,0,0,0,11.0,71449.5,0,True,False,False,2834.0,0.0012972017752721126,Low
L,298.8,309.8,1509,36.2,57,0,0,0,0,0,0,11.0,54625.8,1,False,True,False,2063.4,0.005283246733776415,Low
M,298.8,309.8,1477,46.7,59,0,0,0,0,0,0,11.0,68975.90000000001,2,False,False,True,2755.3,0.010681736987905309,Low
L,298.8,309.9,1441,41.6,62,0,0,0,0,0,0,11.099999999999966,59945.6,1,False,True,False,2579.2000000000003,0.0121711576077558,Low
L,298.7,309.9,1404,47.1,64,0,0,0,0,0,0,11.199999999999989,66128.40000000001,1,False,True,False,3014.4,0.03068445772832421,Low
H,298.8,309.9,1466,44.6,66,0,0,0,0,0,0,11.099999999999966,65383.6,0,True,False,False,2943.6,0.01761311970132442,Low
M,298.7,309.8,1435,48.8,71,0,0,0,0,0,0,11.100000000000025,70028.0,2,False,False,True,3464.8,0.02171863257645388,Low
H,298.7,309.7,1697,29.8,74,0,0,0,0,0,0,11.0,50570.6,0,True,False,False,2205.2000000000003,0.0030265327798578937,Low
M,298.7,309.6,1738,27.3,79,0,0,0,0,0,0,10.900000000000034,47447.4,2,False,False,True,2156.7000000000003,0.004245229674926883,Low
H,298.6,309.5,1420,50.4,82,0,0,0,0,0,0,10.899999999999975,71568.0,0,True,False,False,4132.8,0.01417489609158908,Low
M,298.5,309.5,1535,39.8,87,0,0,0,0,0,0,11.0,61092.99999999999,2,False,False,True,3462.6,0.000562705896698603,Low
L,298.6,309.6,1715,28.4,90,0,0,0,0,0,0,11.0,48706.0,1,False,True,False,2556.0,0.0088004368100323,Low
L,298.6,309.5,1483,43.2,92,0,0,0,0,0,0,10.899999999999975,64065.600000000006,1,False,True,False,3974.4,0.000562705896698603,Low
M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0,10.899999999999975,57037.5,2,False,False,True,3525.0,0.000562705896698603,Low
H,298.5,309.4,1573,36.0,97,0,0,0,0,0,0,10.899999999999975,56628.0,0,True,False,False,3492.0,0.00102342358863947,Low
H,298.5,309.4,1414,46.7,102,0,0,0,0,0,0,10.899999999999975,66033.8,0,True,False,False,4763.400000000001,0.0034001682800694722,Low
L,298.5,309.3,1590,33.9,107,0,0,0,0,0,0,10.800000000000011,53901.0,1,False,True,False,3627.3,0.000562705896698603,Low
L,298.5,309.3,1623,33.1,109,0,0,0,0,0,0,10.800000000000011,53721.3,1,False,True,False,3607.9,0.0010325310723739453,Low
H,298.4,309.3,1694,30.9,111,0,0,0,0,0,0,10.900000000000034,52344.6,0,True,False,False,3429.9,0.0025217850557614,Low
M,298.4,309.2,1597,33.5,116,0,0,0,0,0,0,10.800000000000011,53499.5,2,False,False,True,3886.0,0.000562705896698603,Low
L,298.5,309.3,1471,44.7,119,0,0,0,0,0,0,10.800000000000011,65753.7,1,False,True,False,5319.3,0.0020838137803976297,Low
M,298.5,309.3,1551,34.7,121,0,0,0,0,0,0,10.800000000000011,53819.7,2,False,False,True,4198.700000000001,0.000562705896698603,Low
H,298.5,309.3,1421,50.3,124,0,0,0,0,0,0,10.800000000000011,71476.3,0,True,False,False,6237.2,0.008961666431569322,Low
M,298.4,309.3,1496,45.6,129,0,0,0,0,0,0,10.900000000000034,68217.6,2,False,False,True,5882.400000000001,0.0010219398927295465,Low
H,298.4,309.3,1984,19.2,132,0,0,0,0,0,0,10.900000000000034,38092.8,0,True,False,False,2534.4,0.0035576006491620997,Low
L,298.4,309.2,1692,29.8,137,0,0,0,0,0,0,10.800000000000011,50421.6,1,False,True,False,4082.6,0.0030265327798578937,Low
L,298.4,309.1,1467,42.5,139,0,0,0,0,0,0,10.700000000000044,62347.5,1,False,True,False,5907.5,0.0003519192033415635,Low
L,298.4,309.2,1651,28.5,141,0,0,0,0,0,0,10.800000000000011,47053.5,1,False,True,False,4018.5,0.009209348243740933,Low
L,298.3,309.1,1417,60.5,143,0,0,0,0,0,0,10.800000000000011,85728.5,1,False,True,False,8651.5,0.09767412151129799,Low
L,298.2,309.0,1413,55.0,145,0,0,0,0,0,0,10.800000000000011,77715.0,1,False,True,False,7975.0,0.009748686223832919,Low
M,298.2,309.0,1441,44.2,147,0,0,0,0,0,0,10.800000000000011,63692.2,2,False,False,True,6497.400000000001,0.005742605865507563,Low
M,298.2,309.0,1353,50.3,150,0,0,0,0,0,0,10.800000000000011,68055.9,2,False,False,True,7545.0,0.0,Low
L,298.1,309.0,1502,40.9,153,0,0,0,0,0,0,10.899999999999975,61431.8,1,False,True,False,6257.7,0.00046808956449325605,Low
L,298.2,309.0,1610,31.7,155,0,0,0,0,0,0,10.800000000000011,51037.0,1,False,True,False,4913.5,0.0018656882927427785,Low
M,298.2,309.1,1411,45.8,157,0,0,0,0,0,0,10.900000000000034,64623.8,2,False,False,True,7190.599999999999,0.0029268030237236623,Low
L,298.3,309.1,1387,52.3,160,0,0,0,0,0,0,10.800000000000011,72540.09999999999,1,False,True,False,8368.0,0.009561617198119767,Low
H,298.3,309.1,1430,40.9,162,0,0,0,0,0,0,10.800000000000011,58487.0,0,True,False,False,6625.8,0.0022766392011403843,Low
M,298.4,309.1,1576,38.8,167,0,0,0,0,0,0,10.700000000000044,61148.8,2,False,False,True,6479.599999999999,0.0013304818140233896,Low
M,298.5,309.2,1721,29.4,170,0,0,0,0,0,0,10.699999999999989,50597.4,2,False,False,True,4998.0,0.007190280827985134,Low
M,298.5,309.3,1465,42.4,173,0,0,0,0,0,0,10.800000000000011,62116.0,2,False,False,True,7335.2,0.0024948095579906257,Low
M,298.6,309.4,1407,45.1,176,0,0,0,0,0,0,10.799999999999956,63455.7,2,False,False,True,7937.6,0.00708224224674305,Low
M,298.6,309.4,1464,36.9,179,0,0,0,0,0,0,10.799999999999956,54021.6,2,False,False,True,6605.099999999999,0.0015412685073804288,Low
M,298.6,309.5,1568,36.7,182,0,0,0,0,0,0,10.899999999999975,57545.600000000006,2,False,False,True,6679.400000000001,0.0015412685073804288,Low
L,298.6,309.4,1667,35.6,185,0,0,0,0,0,0,10.799999999999956,59345.2,1,False,True,False,6586.0,0.0020171544883076774,Low
L,298.5,309.4,1360,60.9,187,1,0,0,0,1,0,10.899999999999975,82824.0,1,False,True,False,11388.3,0.9285359305963935,Critical
M,298.5,309.3,1488,43.7,189,0,0,0,0,0,0,10.800000000000011,65025.600000000006,2,False,False,True,8259.300000000001,0.004071345785301633,Low
L,298.4,309.3,1504,39.3,192,0,0,0,0,0,0,10.900000000000034,59107.2,1,False,True,False,7545.599999999999,0.007246786257575729,Low
L,298.4,309.2,1610,32.4,194,0,0,0,0,0,0,10.800000000000011,52164.0,1,False,True,False,6285.599999999999,0.006246939135965392,Low
L,298.4,309.2,1345,52.7,196,0,0,0,0,0,0,10.800000000000011,70881.5,1,False,True,False,10329.2,0.021570662212852216,Low
M,298.3,309.3,1376,57.0,198,0,0,0,0,0,0,11.0,78432.0,2,False,False,True,11286.0,0.11935497585205881,Low
L,298.4,309.4,1385,50.0,201,0,0,0,0,0,0,11.0,69250.0,1,False,True,False,10050.0,0.05323566790233673,Low
M,298.4,309.4,1429,41.8,203,0,0,0,0,0,0,11.0,59732.2,2,False,False,True,8485.4,0.1185601740459442,Low
L,298.3,309.3,1337,56.1,206,1,0,0,0,1,0,11.0,75005.7,1,False,True,False,11556.6,0.8733544142873313,Critical
L,298.4,309.3,1542,35.4,208,0,0,0,0,0,0,10.900000000000034,54586.8,1,False,True,False,7363.2,0.3303453554138457,Medium
L,298.4,309.2,2118,17.7,210,0,0,0,0,0,0,10.800000000000011,37488.6,1,False,True,False,3717.0,0.23720423930785203,Low
L,298.3,309.1,1386,45.3,212,0,0,0,0,0,0,10.800000000000011,62785.8,1,False,True,False,9603.6,0.32625537559230017,Medium
M,298.3,309.1,1632,32.7,0,0,0,0,0,0,0,10.800000000000011,53366.4,2,False,False,True,0.0,0.0008217443790169058,Low
L,298.4,309.3,1545,36.9,3,0,0,0,0,0,0,10.900000000000034,57010.5,1,False,True,False,110.7,0.000562705896698603,Low
M,298.4,309.3,1390,53.6,5,0,0,0,0,0,0,10.900000000000034,74504.0,2,False,False,True,268.0,0.008495095075440856,Low
M,298.4,309.3,1355,50.6,8,0,0,0,0,0,0,10.900000000000034,68563.0,2,False,False,True,404.8,0.0010188210411572348,Low
L,298.4,309.2,1425,45.5,11,0,0,0,0,0,0,10.800000000000011,64837.5,1,False,True,False,500.5,0.019531445072776186,Low
M,298.4,309.2,1491,51.2,13,0,0,0,0,0,0,10.800000000000011,76339.2,2,False,False,True,665.6,0.0052088825338493065,Low
H,298.3,309.2,1486,42.4,16,0,0,0,0,0,0,10.899999999999975,63006.4,0,True,False,False,678.4,0.00102342358863947,Low
M,298.3,309.2,1359,51.4,21,0,0,0,0,0,0,10.899999999999975,69852.59999999999,2,False,False,True,1079.4,0.0010188210411572348,Low
L,298.4,309.3,1395,47.6,24,0,0,0,0,0,0,10.900000000000034,66402.0,1,False,True,False,1142.4,0.010055428819300523,Low
L,298.3,309.2,1383,52.1,26,0,0,0,0,0,0,10.899999999999975,72054.3,1,False,True,False,1354.6,0.0025931089351040213,Low
H,298.3,309.1,1484,37.0,28,0,0,0,0,0,0,10.800000000000011,54908.0,0,True,False,False,1036.0,0.0003519192033415635,Low
L,298.3,309.1,1421,47.4,33,0,0,0,0,0,0,10.800000000000011,67355.4,1,False,True,False,1564.2,0.017866621761516616,Low
L,298.3,309.0,1339,58.8,35,0,0,0,0,0,0,10.699999999999989,78733.2,1,False,True,False,2058.0,0.0,Low
L,298.4,309.1,1362,46.1,37,0,0,0,0,0,0,10.700000000000044,62788.2,1,False,True,False,1705.7,0.002380024394866448,Low
H,298.5,309.2,1568,40.6,39,0,0,0,0,0,0,10.699999999999989,63660.8,0,True,False,False,1583.4,0.011023423588639471,Low
L,298.6,309.4,2312,15.5,44,0,0,0,0,0,0,10.799999999999956,35836.0,1,False,True,False,682.0,0.00773135492197306,Low
M,298.5,309.3,1498,34.6,46,0,0,0,0,0,0,10.800000000000011,51830.8,2,False,False,True,1591.6,0.000562705896698603,Low
M,298.5,309.3,1761,27.2,49,0,0,0,0,0,0,10.800000000000011,47899.2,2,False,False,True,1332.8,0.004245229674926883,Low
L,298.6,309.4,1316,51.4,52,0,0,0,0,0,0,10.799999999999956,67642.4,1,False,True,False,2672.8,0.0013693192695441575,Low
L,298.6,309.4,1525,37.8,54,0,0,0,0,0,0,10.799999999999956,57644.99999999999,1,False,True,False,2041.2,0.000562705896698603,Low
H,298.6,309.4,1362,45.3,56,0,0,0,0,0,0,10.799999999999956,61698.6,0,True,False,False,2536.8,0.0009703720135102522,Low
L,298.7,309.6,1516,38.5,61,0,0,0,0,0,0,10.900000000000034,58366.0,1,False,True,False,2348.5,0.000562705896698603,Low
L,298.6,309.5,1450,44.2,63,0,0,0,0,0,0,10.899999999999975,64090.00000000001,1,False,True,False,2784.6000000000004,0.000562705896698603,Low
M,298.6,309.5,1366,55.0,65,0,0,0,0,0,0,10.899999999999975,75130.0,2,False,False,True,3575.0,0.0007302436461092386,Low
L,298.5,309.5,1547,33.1,68,0,0,0,0,0,0,11.0,51205.7,1,False,True,False,2250.8,0.0010325310723739453,Low
